T_ann,T_sM,T_sm,T_wM,T_wm ,P_ann,P_sM,P_sm,P_wM,P_wm ,dem,target
16.329,26.158,18.716,18.894,3.2162,52.133,8.9644,2.7611,3.6982,1.3371,33,Cfa
16.918,26.445,19.398,19.824,3.7,52.143,8.9656,2.7638,3.696,1.3376,14,Cfa
16.148,26.141,18.601,18.669,3.1937,52.16,8.9657,2.7632,3.7062,1.3377,50,Cfa
17.155,26.742,19.551,19.655,4.1363,52.152,8.9668,2.7664,3.6938,1.338,11,Cfa
16.306,26.632,18.753,18.749,3.115,52.169,8.9669,2.7659,3.7041,1.3381,55,Cfa
16.567,26.711,18.926,19.024,3.3025,52.179,8.968,2.7686,3.7019,1.3386,34,Cfa
16.918,26.445,19.398,19.824,3.7,52.189,8.9691,2.7712,3.6998,1.339,12,Cfa
16.148,26.141,18.601,18.669,3.1937,52.206,8.9694,2.7707,3.7099,1.3391,52,Cfa
17.155,26.742,19.551,19.655,4.1363,52.198,8.9702,2.7739,3.6976,1.3395,8,Cfa
16.306,26.632,18.753,18.749,3.115,52.216,8.9705,2.7734,3.7078,1.3396,65,Cfa
16.567,26.711,18.926,19.024,3.3025,52.225,8.9715,2.776,3.7057,1.34,42,Cfa
17.281,27.273,19.675,20.038,3.73,52.235,8.9726,2.7787,3.7035,1.3405,16,Cfa
15.494,25.509,18.047,17.691,2.7262,52.252,8.9731,2.7782,3.7137,1.3406,70,Cfa
17.071,26.627,19.466,19.398,3.975,52.244,8.9736,2.7814,3.7014,1.3409,7,Cfa
15.401,25.692,18.039,17.394,2.4975,52.262,8.9741,2.7808,3.7115,1.341,78,Cfa
16.306,26.632,18.753,18.749,3.115,52.271,8.9751,2.7835,3.7094,1.3415,62,Cfa
16.671,26.986,19.229,19.062,3.2412,52.281,8.9761,2.7862,3.7073,1.3419,28,Cfa
14.909,24.986,17.648,16.46,2.6063,52.299,8.9768,2.7857,3.7174,1.3421,101,Cfa
16.133,25.993,18.804,17.981,3.255,52.29,8.9771,2.7888,3.7051,1.3424,9,Cfa
14.88,25.136,17.676,16.231,2.715,52.308,8.9777,2.7883,3.7153,1.3425,78,Cfa
15.401,25.692,18.039,17.394,2.4975,52.317,8.9787,2.791,3.7131,1.3429,96,Cfa
15.469,25.764,18.205,17.171,2.8988,52.327,8.9796,2.7937,3.711,1.3434,67,Cfa
15.226,25.124,18.094,16.705,3.1938,52.336,8.9805,2.7963,3.7089,1.3438,44,Cfa
17.69,29.222,19.016,21.772,1.8437,53.107,10.537,2.2443,4.0384,1.1693,103,Dwa
17.014,27.931,18.479,21.16,1.6138,53.107,10.531,2.2452,4.0435,1.1693,114,Dwa
16.896,27.644,18.264,21.048,1.595,53.106,10.542,2.2433,4.0332,1.1694,137,Dwa
18.532,30.642,19.865,22.375,2.2225,53.091,10.518,2.2473,4.0346,1.1701,103,Dwa
17.433,28.692,18.742,21.616,1.6762,53.091,10.513,2.2482,4.0397,1.1701,118,Dwa
16.896,27.644,18.264,21.048,1.595,53.09,10.524,2.2464,4.0295,1.1702,115,Dwa
17.433,28.692,18.742,21.616,1.6762,53.076,10.494,2.2513,4.0359,1.1708,113,Dwa
17.69,29.222,19.016,21.772,1.8437,53.075,10.505,2.2495,4.0258,1.1709,101,Dwa
18.532,30.642,19.865,22.375,2.2225,53.075,10.5,2.2504,4.0308,1.1709,116,Dwa
17.782,29.234,18.951,21.987,2.25,53.074,10.511,2.2486,4.0207,1.171,112,Dwa
16.788,27.325,18.338,20.868,1.7125,53.074,10.517,2.2478,4.0157,1.1711,132,Dwa
17.826,29.66,19.186,21.694,1.6825,53.06,10.475,2.2544,4.032,1.1716,117,Dwa
18.532,30.642,19.865,22.375,2.2225,53.059,10.487,2.2526,4.022,1.1717,115,Dwa
17.883,29.531,19.352,21.816,1.8638,53.059,10.481,2.2535,4.027,1.1717,109,Dwa
17.949,29.305,19.248,22.026,2.2675,53.058,10.493,2.2518,4.0171,1.1718,129,Dwa
16.369,26.949,18.042,20.236,1.4162,53.058,10.498,2.2509,4.0121,1.1719,160,Dwa
16.264,27.402,17.88,19.972,0.97875,53.044,10.463,2.2566,4.0232,1.1724,126,Dwa
16.699,27.726,18.249,20.702,1.1063,53.044,10.457,2.2574,4.0282,1.1724,132,Dwa
17.883,29.531,19.352,21.816,1.8638,53.043,10.468,2.2557,4.0183,1.1725,128,Dwa
15.649,26.513,17.333,19.061,0.8725,53.042,10.48,2.2541,4.0085,1.1726,196,Dwa
16.846,27.928,18.345,20.698,1.555,53.043,10.474,2.2549,4.0134,1.1726,144,Dwa
17.54,28.414,19.135,21.612,2.8263,55.284,11.365,2.2269,4.3293,1.1809,58,Cwa
17.886,28.929,19.424,21.592,3.0413,55.341,11.375,2.2297,4.3371,1.1814,42,Cwa
18.798,31.06,20.302,22.513,2.9213,55.399,11.384,2.2326,4.3449,1.1819,43,Cwa
17.329,28.364,18.807,21.061,2.525,55.316,11.377,2.226,4.3265,1.1822,79,Cwa
18.703,31.444,20.026,22.2,2.5713,55.455,11.393,2.2355,4.3527,1.1825,54,Cwa
18.186,29.925,19.732,21.928,2.9063,55.373,11.386,2.2288,4.3342,1.1828,60,Cwa
17.528,29.495,19.016,20.847,1.8112,55.512,11.402,2.2383,4.3605,1.183,69,Cwa
18.719,31.121,20.344,22.432,2.75,55.43,11.395,2.2317,4.342,1.1833,54,Cwa
17.48,29.122,18.986,20.851,2.3063,55.348,11.388,2.2251,4.3237,1.1836,80,Cwa
17.407,29.048,18.972,20.815,1.8913,55.487,11.404,2.2346,4.3498,1.1839,70,Cwa
18.341,30.162,19.882,22.014,2.7575,55.405,11.397,2.228,4.3314,1.1841,87,Cwa
16.203,27.433,17.787,19.479,1.1675,55.544,11.414,2.2374,4.3575,1.1845,63,Cwa
17.741,29.582,19.399,21.425,1.96,55.461,11.407,2.2308,4.3391,1.1847,76,Cwa
17.982,29.907,19.505,21.574,2.58,55.38,11.4,2.2243,4.3208,1.1849,71,Cwa
16.12,27.239,17.893,19.005,1.2875,55.518,11.416,2.2337,4.3468,1.1853,91,Cwa
17.881,29.613,19.486,21.547,2.3087,55.437,11.409,2.2271,4.3285,1.1855,75,Cwa
15.128,26.242,16.902,18.12,0.525,55.574,11.425,2.2365,4.3545,1.1859,136,Cwa
17.741,29.582,19.399,21.425,1.96,55.493,11.418,2.2299,4.3362,1.1861,93,Cwa
17.982,29.907,19.505,21.574,2.58,55.412,11.411,2.2234,4.318,1.1863,73,Cwa
16.12,27.239,17.893,19.005,1.2875,55.549,11.427,2.2328,4.3439,1.1867,126,Cwa
17.881,29.613,19.486,21.547,2.3087,55.468,11.42,2.2262,4.3257,1.1869,78,Cwa
15.128,26.242,16.902,18.12,0.525,55.605,11.436,2.2356,4.3516,1.1873,133,Cwa
16.522,27.519,18.265,20.038,1.3538,55.524,11.429,2.2291,4.3333,1.1875,113,Cwa
15.199,26.026,17.095,18.038,0.60625,55.58,11.438,2.2319,4.3409,1.1881,159,Cwa
14.493,25.432,16.379,17.481,-0.3575,55.636,11.447,2.2347,4.3486,1.1887,184,Cwa
17.338,27.949,19.071,20.746,2.775,55.174,10.318,2.5094,4.2896,1.2745,122,Cwa
17.73,28.512,19.521,21.039,2.9075,55.103,10.284,2.5134,4.2824,1.2765,115,Cwa
18.547,29.714,20.287,21.801,3.4312,55.27,10.34,2.5153,4.3004,1.2766,111,Cwa
17.73,28.512,19.521,21.039,2.9075,55.032,10.25,2.5174,4.2751,1.2785,107,Cwa
18.793,30.189,20.468,22.206,3.4212,55.197,10.305,2.5191,4.2931,1.2786,113,Cwa
19.796,31.598,21.455,23.038,4.1525,55.365,10.361,2.5211,4.3114,1.2787,96,Cwa
18.513,29.586,20.338,21.995,3.3938,54.961,10.216,2.5213,4.2679,1.2805,99,Cwa
18.793,30.189,20.468,22.206,3.4212,55.124,10.271,2.5229,4.2857,1.2806,100,Cwa
19.752,31.665,21.311,23.22,3.9875,55.29,10.326,2.5248,4.3038,1.2807,87,Cwa
19.455,31.361,20.889,22.972,3.8938,55.461,10.382,2.527,4.3223,1.2809,79,Cwa
18.56,29.534,20.316,21.939,3.7,54.89,10.182,2.5253,4.2607,1.2826,89,Cwa
18.809,30.178,20.553,22.175,3.5213,55.051,10.237,2.5267,4.2784,1.2826,93,Cwa
18.935,30.304,20.498,22.738,3.6138,55.215,10.292,2.5284,4.2964,1.2826,84,Cwa
19.596,31.46,21.112,23.135,3.8913,55.384,10.347,2.5305,4.3146,1.2828,78,Cwa
19.596,31.46,21.112,23.135,3.8913,55.557,10.404,2.5328,4.3331,1.283,87,Cwa
18.472,29.448,20.188,22.024,3.4488,54.978,10.202,2.5305,4.271,1.2846,89,Cwa
18.935,30.304,20.498,22.738,3.6138,55.14,10.257,2.5321,4.2889,1.2846,82,Cwa
18.673,30.005,20.381,22.26,3.43,55.307,10.313,2.534,4.307,1.2847,81,Cwa
18.673,30.005,20.381,22.26,3.43,55.478,10.369,2.5362,4.3254,1.2849,88,Cwa
18.152,28.951,19.751,21.739,3.2912,55.066,10.223,2.5357,4.2814,1.2866,81,Cwa
18.673,30.005,20.381,22.26,3.43,55.23,10.278,2.5374,4.2993,1.2866,88,Cwa
17.766,28.596,19.504,21.112,2.9913,55.399,10.334,2.5395,4.3176,1.2868,96,Cwa
17.766,28.596,19.504,21.112,2.9913,55.153,10.243,2.5409,4.2918,1.2885,95,Cwa
17.208,27.946,19.018,20.556,2.6387,55.32,10.299,2.5428,4.3099,1.2887,106,Cwa
17.208,27.946,19.018,20.556,2.6387,55.241,10.264,2.5462,4.3021,1.2905,115,Cwa
19.557,29.954,21.316,22.404,6.0862,61.248,11.719,2.7172,5.0559,1.3314,29,Cwa
18.69,28.685,20.466,21.6,5.2562,61.288,11.723,2.7196,5.0655,1.3324,16,Cwa
20.295,31.12,22.268,23.273,6.2388,61.203,11.703,2.7194,5.0509,1.3325,29,Cwa
17.839,27.828,19.887,20.348,4.3925,61.329,11.728,2.7221,5.0751,1.3334,35,Cwa
20.139,30.687,22.042,23.138,6.2913,61.243,11.707,2.7217,5.0606,1.3335,20,Cwa
20.166,31.176,22.176,23.059,5.8363,61.157,11.687,2.7215,5.0459,1.3336,36,Cwa
19.375,29.753,21.228,22.153,5.8575,61.284,11.712,2.7241,5.0702,1.3344,26,Cwa
19.375,29.753,21.228,22.153,5.8575,61.37,11.732,2.7245,5.0846,1.3344,38,Cwa
20.976,32.572,22.813,23.896,6.295,61.198,11.691,2.7239,5.0556,1.3345,28,Cwa
18.927,29.334,21.032,21.471,5.09,61.112,11.671,2.7236,5.041,1.3346,36,Cwa
20.382,31.713,22.302,22.896,6.3413,61.325,11.716,2.7265,5.0799,1.3354,15,Cwa
19.476,30.528,21.386,21.955,5.6138,61.41,11.736,2.727,5.0942,1.3354,22,Cwa
20.382,31.713,22.302,22.896,6.3413,61.239,11.696,2.7262,5.0653,1.3355,22,Cwa
19.971,30.734,21.998,22.842,5.7612,61.153,11.675,2.726,5.0507,1.3356,38,Cwa
17.923,27.987,20.019,20.241,4.46,61.067,11.655,2.7258,5.0359,1.3357,33,Cwa
19.476,30.528,21.386,21.955,5.6138,61.365,11.72,2.729,5.0895,1.3364,12,Cwa
20.439,32.136,22.354,22.979,6.025,61.28,11.7,2.7286,5.075,1.3365,12,Cwa
20.439,32.136,22.354,22.979,6.025,61.194,11.68,2.7283,5.0604,1.3366,33,Cwa
18.615,28.68,20.766,21.244,5.1587,61.108,11.659,2.7281,5.0458,1.3367,50,Cwa
19.714,31.714,21.624,22.092,5.6575,61.32,11.704,2.7309,5.0847,1.3375,12,Cwa
19.564,30.198,21.641,22.206,5.78,61.235,11.684,2.7306,5.0702,1.3376,12,Cwa
19.564,30.198,21.641,22.206,5.78,61.149,11.664,2.7304,5.0556,1.3377,45,Cwa
19.745,31.407,21.708,22.222,5.6463,61.275,11.688,2.7329,5.0799,1.3386,14,Cwa
18.456,28.682,20.661,20.848,5.0137,61.19,11.668,2.7326,5.0653,1.3387,13,Cwa
18.894,29.507,21.041,21.538,5.0813,61.231,11.672,2.7349,5.0752,1.3396,25,Cwa
17.461,27.291,19.129,20.548,4.2012,66.511,13.692,2.6504,4.9672,1.5728,127,Cwa
17.011,26.752,18.753,20.056,3.7938,66.47,13.685,2.6481,4.9614,1.5731,114,Cwa
16.328,26.268,18.039,19.102,2.9938,66.428,13.677,2.6458,4.9556,1.5734,170,Cwa
17.23,27.141,18.898,20.353,3.8375,66.386,13.67,2.6434,4.9497,1.5736,229,Cwa
16.56,26.319,18.131,19.581,3.335,66.344,13.662,2.6411,4.9439,1.5739,294,Cwa
17.184,26.914,18.9,20.182,3.955,66.58,13.721,2.6504,4.9563,1.5802,156,Cwa
17.331,27.004,19.041,20.465,4.1138,66.538,13.713,2.6481,4.9505,1.5805,113,Cwa
17.23,27.141,18.898,20.353,3.8375,66.496,13.705,2.6458,4.9448,1.5808,150,Cwa
17.61,27.838,19.324,20.795,4.0387,66.454,13.697,2.6436,4.939,1.5811,230,Cwa
17.197,27.135,18.882,20.36,3.7088,66.412,13.689,2.6412,4.9333,1.5814,288,Cwa
16.601,26.741,18.248,19.584,3.1812,66.649,13.749,2.6505,4.9453,1.5876,229,Cwa
17.179,27.018,18.871,20.281,3.7413,66.606,13.741,2.6482,4.9397,1.5879,122,Cwa
17.61,27.838,19.324,20.795,4.0387,66.564,13.732,2.6459,4.934,1.5882,167,Cwa
17.905,28.365,19.666,20.993,3.8263,66.522,13.724,2.6436,4.9283,1.5885,193,Cwa
17.993,28.314,19.741,21.186,4.0975,66.48,13.716,2.6413,4.9227,1.5888,225,Cwa
15.505,25.894,17.268,18.119,1.9863,66.717,13.777,2.6505,4.9343,1.595,352,Cwa
16.681,26.782,18.369,19.576,2.9975,66.675,13.768,2.6482,4.9287,1.5953,173,Cwa
17.905,28.365,19.666,20.993,3.8263,66.632,13.76,2.6459,4.9232,1.5956,189,Cwa
17.507,27.86,19.155,20.6,3.415,66.59,13.751,2.6437,4.9176,1.5959,146,Cwa
18.244,28.731,20.089,21.356,4.2813,66.548,13.743,2.6414,4.912,1.5962,158,Cwa
15.505,25.894,17.268,18.119,1.9863,66.786,13.805,2.6505,4.9233,1.6024,515,Cwa
16.681,26.782,18.369,19.576,2.9975,66.743,13.796,2.6483,4.9179,1.6027,312,Cwa
17.905,28.365,19.666,20.993,3.8263,66.701,13.787,2.646,4.9124,1.603,195,Cwa
16.841,27.249,18.393,20.118,2.7088,66.658,13.779,2.6438,4.9069,1.6034,123,Cwa
17.951,28.316,19.681,21.193,4.1437,66.616,13.77,2.6415,4.9014,1.6037,123,Cwa
14.481,24.084,17.072,16.015,1.8938,69.094,13.306,2.7395,6.1119,1.3134,405,Cwa
14.354,24.06,16.959,15.775,1.7525,69.034,13.311,2.7359,6.1002,1.3142,216,Cwa
15.296,24.907,17.861,16.928,2.5638,68.974,13.316,2.7323,6.0886,1.3151,137,Cwa
14.63,24.182,17.387,15.985,2,69.074,13.288,2.7471,6.125,1.3174,392,Cwa
14.481,24.084,17.072,16.015,1.8938,69.012,13.292,2.7434,6.1132,1.3183,187,Cwa
16.064,25.451,18.802,17.582,3.645,68.944,13.324,2.7327,6.0732,1.3188,83,Cwa
15.666,25.072,18.401,17.108,3.0962,68.95,13.296,2.7397,6.1014,1.3191,93,Cwa
15.068,24.496,17.867,16.46,2.5462,69.055,13.269,2.7547,6.138,1.3215,401,Cwa
14.63,24.182,17.387,15.985,2,68.991,13.273,2.751,6.1261,1.3223,137,Cwa
16.381,25.582,19.335,17.78,3.93,68.919,13.304,2.7401,6.0859,1.3226,75,Cwa
16.069,25.454,19.084,17.364,3.4663,68.926,13.276,2.7472,6.1142,1.3232,48,Cwa
16.344,25.888,19.296,17.573,3.7525,68.928,13.334,2.735,6.056,1.3237,61,Cwa
15.715,25.082,18.638,16.994,3.365,69.036,13.251,2.7623,6.151,1.3255,174,Cwa
15.068,24.496,17.867,16.46,2.5462,68.969,13.254,2.7585,6.139,1.3264,140,Cwa
16.805,26.073,20.169,18.272,4.4125,68.894,13.284,2.7474,6.0987,1.3265,49,Cwa
16.523,25.666,19.438,18.111,3.96,68.902,13.257,2.7547,6.1269,1.3272,22,Cwa
16.414,25.719,19.615,17.584,4.0762,68.902,13.314,2.7422,6.0688,1.3273,30,Cwa
16.245,25.529,19.416,17.536,3.9738,69.016,13.232,2.7699,6.1641,1.3296,103,Cwa
16.86,26.08,20.252,18.256,4.5275,68.868,13.264,2.7548,6.1114,1.3303,17,Cwa
15.715,25.082,18.638,16.994,3.365,68.947,13.235,2.766,6.1519,1.3304,69,Cwa
16.545,25.625,20.081,17.682,4.5125,68.875,13.294,2.7494,6.0816,1.3309,34,Cwa
